INDNAICS,SOC_LABEL,RACE_HISP,RACE_TOT,RACE_TOT_cv,TOT_MFG_WORKERS,RACE_MFG_SHARE,TOT_OCC_WORKERS,OCC_MFG_SHARE
3114,Tarnsportation and Material Moving Occupations,Hispanic Asian,0,NaN,6728,0,1263,0
3114,Architecture and Engineering Occupations,Hispanic Black,0,NaN,6728,0,33,0
3114,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Black,0,NaN,6728,0,52,0
3114,Business and Financial Operations Occupations,Hispanic Black,0,NaN,6728,0,504,0
3114,Computer and Mathematical Occupations,Hispanic Black,0,NaN,6728,0,169,0
3114,"Farming, Fishing, and Forestry Occupations",Hispanic Black,0,NaN,6728,0,38,0
3114,Food Preparation and Service Occupations,Hispanic Black,0,NaN,6728,0,127,0
3114,"Installation, Maintenance, and Repair Occupations",Hispanic Black,0,NaN,6728,0,258,0
3114,Legal Occupations,Hispanic Black,0,NaN,6728,0,15,0
3114,"Life, Physical, and Social Science Occupations",Hispanic Black,0,NaN,6728,0,101,0
3114,Management Occupations,Hispanic Black,0,NaN,6728,0,820,0
3114,Office and Administrative Support Occupations,Hispanic Black,0,NaN,6728,0,544,0
3114,Production Occupations,Hispanic Black,0,NaN,6728,0,2520,0
3114,Protective Service Occupations,Hispanic Black,0,NaN,6728,0,29,0
3114,Sales and Related Occupations,Hispanic Black,0,NaN,6728,0,255,0
3114,Tarnsportation and Material Moving Occupations,Hispanic Black,0,NaN,6728,0,1263,0
3114,Architecture and Engineering Occupations,Hispanic Multiracial,0,NaN,6728,0,33,0
3114,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Multiracial,0,NaN,6728,0,52,0
3114,Business and Financial Operations Occupations,Hispanic Multiracial,0,NaN,6728,0,504,0
3114,Computer and Mathematical Occupations,Hispanic Multiracial,0,NaN,6728,0,169,0
3114,"Farming, Fishing, and Forestry Occupations",Hispanic Multiracial,0,NaN,6728,0,38,0
3114,Food Preparation and Service Occupations,Hispanic Multiracial,0,NaN,6728,0,127,0
3114,"Installation, Maintenance, and Repair Occupations",Hispanic Multiracial,0,NaN,6728,0,258,0
3114,Legal Occupations,Hispanic Multiracial,0,NaN,6728,0,15,0
3114,"Life, Physical, and Social Science Occupations",Hispanic Multiracial,0,NaN,6728,0,101,0
3114,Management Occupations,Hispanic Multiracial,0,NaN,6728,0,820,0
3114,Office and Administrative Support Occupations,Hispanic Multiracial,0,NaN,6728,0,544,0
3114,Production Occupations,Hispanic Multiracial,0,NaN,6728,0,2520,0
3114,Protective Service Occupations,Hispanic Multiracial,0,NaN,6728,0,29,0
3114,Sales and Related Occupations,Hispanic Multiracial,0,NaN,6728,0,255,0
3114,Tarnsportation and Material Moving Occupations,Hispanic Multiracial,0,NaN,6728,0,1263,0
3114,Architecture and Engineering Occupations,Hispanic Other,0,NaN,6728,0,33,0
3114,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Other,23,0.9507235330499063,6728,0.0034185493460166467,52,0.4423076923076923
3114,Business and Financial Operations Occupations,Hispanic Other,119,0.683676842106929,6728,0.01768727705112961,504,0.2361111111111111
3114,Computer and Mathematical Occupations,Hispanic Other,0,NaN,6728,0,169,0
3114,"Farming, Fishing, and Forestry Occupations",Hispanic Other,0,NaN,6728,0,38,0
3114,Food Preparation and Service Occupations,Hispanic Other,40,1.071724661468607,6728,0.005945303210463734,127,0.31496062992125984
3114,"Installation, Maintenance, and Repair Occupations",Hispanic Other,73,0.9341119896631782,6728,0.010850178359096314,258,0.28294573643410853
3114,Legal Occupations,Hispanic Other,0,NaN,6728,0,15,0
3114,"Life, Physical, and Social Science Occupations",Hispanic Other,32,0.9450219078148401,6728,0.0047562425683709865,101,0.31683168316831684
3114,Management Occupations,Hispanic Other,16,1.0508553064052157,6728,0.0023781212841854932,820,0.01951219512195122
3114,Office and Administrative Support Occupations,Hispanic Other,109,0.5335239047341909,6728,0.016200951248513673,544,0.20036764705882354
3114,Production Occupations,Hispanic Other,446,0.31377359668280874,6728,0.06629013079667063,2520,0.176984126984127
3114,Protective Service Occupations,Hispanic Other,0,NaN,6728,0,29,0
3114,Sales and Related Occupations,Hispanic Other,0,NaN,6728,0,255,0
3114,Tarnsportation and Material Moving Occupations,Hispanic Other,378,0.29059856136174056,6728,0.05618311533888228,1263,0.2992874109263658
3114,Architecture and Engineering Occupations,Hispanic White,16,1.0637859864653227,6728,0.0023781212841854932,33,0.48484848484848486
3114,Building and Grounds Cleaning and Maintenance Occupations,Hispanic White,13,0.9971853880923306,6728,0.0019322235434007134,52,0.25
3114,Business and Financial Operations Occupations,Hispanic White,48,0.9702385517089197,6728,0.007134363852556481,504,0.09523809523809523
3114,Computer and Mathematical Occupations,Hispanic White,12,1.003466214899358,6728,0.0017835909631391202,169,0.07100591715976332
3114,"Farming, Fishing, and Forestry Occupations",Hispanic White,0,NaN,6728,0,38,0
3114,Food Preparation and Service Occupations,Hispanic White,48,0.914402981458394,6728,0.007134363852556481,127,0.3779527559055118
3114,"Installation, Maintenance, and Repair Occupations",Hispanic White,97,0.5984755849876723,6728,0.014417360285374554,258,0.375968992248062
3114,Legal Occupations,Hispanic White,0,NaN,6728,0,15,0
3114,"Life, Physical, and Social Science Occupations",Hispanic White,0,NaN,6728,0,101,0
3114,Management Occupations,Hispanic White,71,0.7907168195206691,6728,0.010552913198573127,820,0.08658536585365853
3114,Office and Administrative Support Occupations,Hispanic White,63,0.5817628140241564,6728,0.00936385255648038,544,0.11580882352941177
3114,Production Occupations,Hispanic White,1315,0.2250885057108493,6728,0.19545184304399524,2520,0.5218253968253969
3114,Protective Service Occupations,Hispanic White,29,1.0151644489942422,6728,0.004310344827586207,29,1
3114,Sales and Related Occupations,Hispanic White,0,NaN,6728,0,255,0
3114,Tarnsportation and Material Moving Occupations,Hispanic White,481,0.3147495171191181,6728,0.0714922711058264,1263,0.3808392715756136
3114,Architecture and Engineering Occupations,Non-Hispanic AIAN,0,NaN,6728,0,33,0
3114,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic AIAN,0,NaN,6728,0,52,0
3114,Business and Financial Operations Occupations,Non-Hispanic AIAN,0,NaN,6728,0,504,0
3114,Computer and Mathematical Occupations,Non-Hispanic AIAN,0,NaN,6728,0,169,0
3114,"Farming, Fishing, and Forestry Occupations",Non-Hispanic AIAN,0,NaN,6728,0,38,0
3114,Food Preparation and Service Occupations,Non-Hispanic AIAN,0,NaN,6728,0,127,0
3114,"Installation, Maintenance, and Repair Occupations",Non-Hispanic AIAN,0,NaN,6728,0,258,0
3114,Legal Occupations,Non-Hispanic AIAN,0,NaN,6728,0,15,0
3114,"Life, Physical, and Social Science Occupations",Non-Hispanic AIAN,0,NaN,6728,0,101,0
3114,Management Occupations,Non-Hispanic AIAN,0,NaN,6728,0,820,0
